State_ID,UIElement_ID,UIElement_Type,UIElement_Label,UIElement_Action,UIElement_Details
S7,E19,UIImageView,,,,
S7,E20,UILabel,登录,,,
S7,E21,UIImageView,,,,
S7,E22,UIImageView,,,,
S7,E23,UIImageView,,,,
S7,E24,UIButton,,buttonPressed:,,
S7,E25,UIButton,,buttonPressed:,,
S8,E1,UIButton,,bgBtnPressed:,,
S8,E2,UIButton,,bgBtnPressed:,,
S8,E3,UIImageView,,,,
S8,E4,UITextField,,,,
S8,E5,UIButton,,bgBtnPressed:,,
S8,E6,UIImageView,,,,
S8,E7,UITextField,,,,
S8,E8,UIButton,获取验证码,getCheckCodeBtnPressed:,,
S8,E9,UIButton,,bgBtnPressed:,,
S8,E10,UIImageView,,,,
S8,E11,UITextField,,,,
S8,E12,UIImageView,,,,
S8,E13,UILabel,显示密码,,,
S8,E14,UIButton,,showPwdBtnPressed:,,
S8,E15,UIImageView,,,,
S8,E16,UILabel,注册,,,
S8,E17,UIImageView,,,,
S8,E18,UIImageView,,,,
S8,E19,UIImageView,,,,
S8,E20,UIButton,,buttonPressed:,,
S8,E21,UIButton,,buttonPressed:,,
S9,E1,UIButton,,bgBtnPressed:,,
S9,E2,UIButton,,bgBtnPressed:,,
S9,E3,UIImageView,,,,
S9,E4,UITextField,,,,
S9,E5,UIButton,,bgBtnPressed:,,
S9,E6,UIImageView,,,,
S9,E7,UITextField,,,,
S9,E8,UIButton,获取验证码,getCheckCodeBtnPressed:,,
S9,E9,UIButton,,bgBtnPressed:,,
S9,E10,UIImageView,,,,
S9,E11,UITextField,,,,
S9,E12,UIImageView,,,,
S9,E13,UILabel,显示密码,,,
S9,E14,UIButton,,showPwdBtnPressed:,,
S9,E15,UIImageView,,,,
S9,E16,UILabel,注册,,,
S9,E17,UIImageView,,,,
S9,E18,UIImageView,,,,
S9,E19,UIImageView,,,,
S9,E20,UIButton,,buttonPressed:,,
S9,E21,UIButton,,buttonPressed:,,
S10,E1,UIScrollView,,,,
S10,E2,UIImageView,,,,
S10,E3,UIButton,,bgBtnPressed:,,
S10,E4,UIImageView,,,,
S10,E5,UITextField,,,,
S10,E6,UIImageView,,,,
S10,E7,UITextField,,,,
S10,E8,UIButton,Button,loginBtnPressed:,,
S10,E9,UIButton,     自动登录,cookieBtnPressed:,,
S10,E10,UIImageView,,,,
S10,E11,UILabel,其它登录方式,,,
S10,E12,UIButton,,sinaBtnPressed:,,
S10,E13,UILabel,找回密码,,,
S10,E14,UIImageView,,,,
S10,E15,UIButton,,findMyPwBtnPressed:,,
S10,E16,UILabel,找回密码,,,
S10,E17,UIImageView,,,,
S10,E18,UIImageView,,,,
S10,E19,UIImageView,,,,
S10,E20,UILabel,登录,,,
S10,E21,UIImageView,,,,
S10,E22,UIImageView,,,,
S10,E23,UIImageView,,,,
S10,E24,UIButton,,buttonPressed:,,
S10,E25,UIButton,,buttonPressed:,,
S11,E1,UIScrollView,,,,
S11,E2,UIImageView,,,,
S11,E3,UIImageView,,,,
S11,E4,UIImageView,,,,
S11,E5,UIImageView,,,,
S11,E6,UIButton,,removeTips,,
S12,E1,UIScrollView,,,,
S12,E2,UIImageView,,,,
S12,E3,UIImageView,,,,
S12,E4,UIImageView,,,,
S12,E5,UIImageView,,,,
S12,E6,UIButton,,removeTips,,
S13,E1,UIScrollView,,,,
S13,E2,UIImageView,,,,
S13,E3,UIImageView,,,,
S13,E4,UIImageView,,,,
S13,E5,UIImageView,,,,
S13,E6,UIButton,,removeTips,,
S14,E1,UIScrollView,,,,
S14,E2,UIImageView,,,,
S14,E3,UIImageView,,,,
S14,E4,UIImageView,,,,
S14,E5,UIImageView,,,,
S14,E6,UIButton,,removeTips,,
S15,E1,UIScrollView,,,,
S15,E2,UIImageView,,,,
S15,E3,UIButton,,bgBtnPressed:,,
S15,E4,UIImageView,,,,
S15,E5,UITextField,,,,
S15,E6,UIImageView,,,,
S15,E7,UITextField,,,,
S15,E8,UIButton,Button,loginBtnPressed:,,
S15,E9,UIButton,     自动登录,cookieBtnPressed:,,
S15,E10,UIImageView,,,,
S15,E11,UILabel,其它登录方式,,,
S15,E12,UIButton,,sinaBtnPressed:,,
S15,E13,UILabel,找回密码,,,
S15,E14,UIImageView,,,,
S15,E15,UIButton,,findMyPwBtnPressed:,,
S15,E16,UILabel,找回密码,,,
S15,E17,UIImageView,,,,
S15,E18,UIImageView,,,,
S15,E19,UIImageView,,,,
S15,E20,UILabel,登录,,,
S15,E21,UIImageView,,,,
S15,E22,UIImageView,,,,
S15,E23,UIImageView,,,,
S15,E24,UIButton,,buttonPressed:,,
S15,E25,UIButton,,buttonPressed:,,
S16,E1,UIScrollView,,,,
S16,E2,UIImageView,,,,
S16,E3,UIButton,,bgBtnPressed:,,
S16,E4,UIImageView,,,,
S16,E5,UITextField,,,,
S16,E6,UIImageView,,,,
S16,E7,UITextField,,,,
S16,E8,UIButton,Button,loginBtnPressed:,,
S16,E9,UIButton,     自动登录,cookieBtnPressed:,,
S16,E10,UIImageView,,,,
S16,E11,UILabel,其它登录方式,,,
S16,E12,UIButton,,sinaBtnPressed:,,
S16,E13,UILabel,找回密码,,,
S16,E14,UIImageView,,,,
S16,E15,UIButton,,findMyPwBtnPressed:,,
S16,E16,UILabel,找回密码,,,
S16,E17,UIImageView,,,,
S16,E18,UIImageView,,,,
S16,E19,UIImageView,,,,
S16,E20,UILabel,登录,,,
S16,E21,UIImageView,,,,
S16,E22,UIImageView,,,,
S16,E23,UIImageView,,,,
S16,E24,UIButton,,buttonPressed:,,
S16,E25,UIButton,,buttonPressed:,,
S17,E1,UIScrollView,,,,
S17,E2,UIImageView,,,,
S17,E3,UIButton,,bgBtnPressed:,,
S17,E4,UIImageView,,,,
S17,E5,UITextField,,,,
S17,E6,UIImageView,,,,
S17,E7,UITextField,,,,
S17,E8,UIButton,Button,loginBtnPressed:,,
S17,E9,UIButton,     自动登录,cookieBtnPressed:,,
S17,E10,UIImageView,,,,
S17,E11,UILabel,其它登录方式,,,
S17,E12,UIButton,,sinaBtnPressed:,,
S17,E13,UILabel,找回密码,,,
S17,E14,UIImageView,,,,
S17,E15,UIButton,,findMyPwBtnPressed:,,
S17,E16,UILabel,找回密码,,,
S17,E17,UIImageView,,,,
S17,E18,UIImageView,,,,
S17,E19,UIImageView,,,,
S17,E20,UILabel,登录,,,
S17,E21,UIImageView,,,,
S17,E22,UIImageView,,,,
S17,E23,UIImageView,,,,
S17,E24,UIButton,,buttonPressed:,,
S17,E25,UIButton,,buttonPressed:,,
S18,E1,UIScrollView,,,,
S18,E2,UIImageView,,,,
S18,E3,UIButton,,bgBtnPressed:,,
S18,E4,UIImageView,,,,
S18,E5,UITextField,,,,
S18,E6,UIImageView,,,,
S18,E7,UITextField,,,,
S18,E8,UIButton,Button,loginBtnPressed:,,
S18,E9,UIButton,     自动登录,cookieBtnPressed:,,
S18,E10,UIImageView,,,,
S18,E11,UILabel,其它登录方式,,,
S18,E12,UIButton,,sinaBtnPressed:,,
S18,E13,UILabel,找回密码,,,
S18,E14,UIImageView,,,,
S18,E15,UIButton,,findMyPwBtnPressed:,,
S18,E16,UILabel,找回密码,,,
S18,E17,UIImageView,,,,
S18,E18,UIImageView,,,,
S18,E19,UIImageView,,,,
S18,E20,UILabel,登录,,,
S18,E21,UIImageView,,,,
S18,E22,UIImageView,,,,
S18,E23,UIImageView,,,,
S18,E24,UIButton,,buttonPressed:,,
S18,E25,UIButton,,buttonPressed:,,
S19,E1,UIScrollView,,,,
S19,E2,UIImageView,,,,
S19,E3,UIButton,,bgBtnPressed:,,
S19,E4,UIImageView,,,,
S19,E5,UITextField,,,,
S19,E6,UIImageView,,,,
S19,E7,UITextField,,,,
S19,E8,UIButton,Button,loginBtnPressed:,,
S19,E9,UIButton,     自动登录,cookieBtnPressed:,,
S19,E10,UIImageView,,,,
S19,E11,UILabel,其它登录方式,,,
S19,E12,UIButton,,sinaBtnPressed:,,
S19,E13,UILabel,找回密码,,,
S19,E14,UIImageView,,,,
S19,E15,UIButton,,findMyPwBtnPressed:,,
S19,E16,UILabel,找回密码,,,
S19,E17,UIImageView,,,,
S19,E18,UIImageView,,,,
S19,E19,UIImageView,,,,
S19,E20,UILabel,登录,,,
S19,E21,UIImageView,,,,
S19,E22,UIImageView,,,,
S19,E23,UIImageView,,,,
S19,E24,UIButton,,buttonPressed:,,
S19,E25,UIButton,,buttonPressed:,,
S20,E1,UIButton,,bgBtnPressed:,,
S20,E2,UIImageView,,,,
S20,E3,UITextField,,,,
S20,E4,UIImageView,,,,
S20,E5,UILabel,找回密码,,,
S20,E6,UIImageView,,,,
S20,E7,UIImageView,,,,
S20,E8,UIImageView,,,,
S20,E9,UIButton,,buttonPressed:,,
S20,E10,UIButton,,buttonPressed:,,
S21,E1,UIButton,,bgBtnPressed:,,
S21,E2,UIImageView,,,,
S21,E3,UITextField,,,,
S21,E4,UIImageView,,,,
S21,E5,UILabel,找回密码,,,
S21,E6,UIImageView,,,,
S21,E7,UIImageView,,,,
S21,E8,UIImageView,,,,
S21,E9,UIButton,,buttonPressed:,,
S21,E10,UIButton,,buttonPressed:,,
S22,E1,UIScrollView,,,,
S22,E2,UIImageView,,,,
S22,E3,UIButton,,bgBtnPressed:,,
S22,E4,UIImageView,,,,
S22,E5,UITextField,,,,
S22,E6,UIImageView,,,,
S22,E7,UITextField,,,,
S22,E8,UIButton,Button,loginBtnPressed:,,
S22,E9,UIButton,     自动登录,cookieBtnPressed:,,
S22,E10,UIImageView,,,,
S22,E11,UILabel,其它登录方式,,,
S22,E12,UIButton,,sinaBtnPressed:,,
S22,E13,UILabel,找回密码,,,
S22,E14,UIImageView,,,,
S22,E15,UIButton,,findMyPwBtnPressed:,,
S22,E16,UILabel,找回密码,,,
S22,E17,UIImageView,,,,
S22,E18,UIImageView,,,,
S22,E19,UIImageView,,,,
S22,E20,UILabel,登录,,,
S22,E21,UIImageView,,,,
S22,E22,UIImageView,,,,
S22,E23,UIImageView,,,,
S22,E24,UIButton,,buttonPressed:,,
S22,E25,UIButton,,buttonPressed:,,
S23,E1,UIScrollView,,,,
S23,E2,UIImageView,,,,
S23,E3,UIButton,,bgBtnPressed:,,
S23,E4,UIImageView,,,,
S23,E5,UITextField,,,,
S23,E6,UIImageView,,,,
S23,E7,UITextField,,,,
S23,E8,UIButton,Button,loginBtnPressed:,,
S23,E9,UIButton,     自动登录,cookieBtnPressed:,,
S23,E10,UIImageView,,,,
S23,E11,UILabel,其它登录方式,,,
S23,E12,UIButton,,sinaBtnPressed:,,
S23,E13,UILabel,找回密码,,,
S23,E14,UIImageView,,,,
S23,E15,UIButton,,findMyPwBtnPressed:,,
S23,E16,UILabel,找回密码,,,
S23,E17,UIImageView,,,,
S23,E18,UIImageView,,,,
S23,E19,UIImageView,,,,
S23,E20,UILabel,登录,,,
S23,E21,UIImageView,,,,
S23,E22,UIImageView,,,,
S23,E23,UIImageView,,,,
S23,E24,UIButton,,buttonPressed:,,
S23,E25,UIButton,,buttonPressed:,,
